gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,at,bkvlps,csho,dt,ebit,ebitda,epspi,fincf,gp,ivncf,oancf,revt,teq,costat,mkvalt
001045,12/31/1950,1950,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,136.7000,4.7001,6.4530,,23.6500,34.4400,,,52.0400,,,119.1000,,A,
001045,12/31/1951,1951,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,159.6000,5.6246,6.4600,,29.9100,43.6000,,,66.5100,,,162.8000,,A,
001045,12/31/1952,1952,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,172.1000,6.8486,6.4680,,26.3900,42.3100,,,69.2270,,,187.3000,,A,
001045,12/31/1953,1953,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,191.6000,8.2081,6.4720,,27.4700,46.1600,,,76.8800,,,208.3000,,A,
001045,12/31/1954,1954,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,194.3000,9.6828,6.6360,,20.9100,42.0500,,,76.3100,,,214.8000,,A,
001045,12/31/1955,1955,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,231.2000,12.5169,7.5830,,39.3500,57.8800,,,98.2200,,,260.8000,,A,
001045,12/31/1956,1956,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,249.3000,14.2489,7.8880,,37.0000,55.8000,,,104.5900,,,291.8000,,A,
001045,12/31/1957,1957,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,285.3000,14.5728,7.8980,,17.4300,39.2300,,,92.1000,,,306.0000,,A,
001045,12/31/1958,1958,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,316.6000,15.6172,8.0110,,26.3400,49.2400,,,103.5500,,,317.2000,,A,
001045,12/31/1959,1959,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,499.6000,17.2760,8.2450,,24.4000,55.7100,,,120.8600,,,377.7000,,A,
001045,12/31/1960,1960,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,513.7000,17.6737,8.2460,,24.0700,60.3300,,,60.3300,,,428.5000,,A,
001045,12/31/1961,1961,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,618.5000,17.5310,8.2770,,18.8800,56.6700,,,56.6700,,,421.4000,,A,
001045,12/31/1962,1962,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,666.4000,17.6570,8.2510,,23.4100,71.8700,,,71.8700,,,463.0000,,A,
001045,12/31/1963,1963,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,697.5720,18.7258,8.3330,,41.5010,91.3230,2.0500,,179.3940,,,488.0570,,A,
001045,12/31/1964,1964,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,721.1250,21.8623,8.4830,,64.4810,118.4320,3.9500,,219.5900,,,544.0070,,A,
001045,12/31/1965,1965,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,821.6450,25.7013,8.9660,,74.8840,134.5400,4.6100,,248.3300,,,612.4350,,A,
001045,12/31/1966,1966,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1082.1200,30.1646,8.9940,,97.8740,163.8150,5.8000,,297.2870,,,727.7120,,A,
001045,12/31/1967,1967,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1363.4650,17.8286,20.2240,,82.4450,165.0270,2.4800,,284.8580,,,841.5310,,A,
001045,12/31/1968,1968,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1418.4790,18.7768,20.2380,,63.9160,156.3550,1.7500,,294.0590,,,957.1980,,A,
001045,12/31/1969,1969,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1490.7980,19.8856,20.2810,,62.9620,157.6630,1.9000,,312.5820,,,1032.9600,,A,
001045,12/31/1970,1970,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1524.9460,17.7840,20.2810,,-7.8650,98.2030,-1.3000,,276.6990,,,1132.7790,,A,
001045,12/31/1971,1971,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1662.6140,20.4196,28.3110,,29.6420,138.4550,0.1300,,328.7040,,,1245.3310,,A,
001045,12/31/1972,1972,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1732.4930,20.6904,28.4860,,35.7610,149.9170,0.2000,,360.1820,,,1353.8080,,A,
001045,12/31/1973,1973,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1687.2640,19.0038,28.4860,,-36.7770,89.0200,-1.6900,,328.1730,,,1481.9870,,A,
001045,12/31/1974,1974,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1640.6910,19.6960,28.5490,,45.2300,166.1960,0.7200,,410.5230,,,1641.3070,,A,
001045,12/31/1975,1975,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1604.9360,18.9789,28.5490,,-17.1260,88.5690,-0.7200,,354.7570,,,1710.0050,,A,
001045,12/31/1976,1976,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,1715.2290,21.3253,28.6080,,71.7580,181.5710,1.9700,,502.5640,,,2007.8820,,A,
001045,12/31/1977,1977,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,2069.1410,23.6610,28.6130,,64.1380,183.3850,2.5400,,558.5520,,,2277.9890,,A,
001045,12/31/1978,1978,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,2767.7170,24.5074,28.6810,,118.8870,295.8480,4.2700,,719.1430,,,2735.5050,,A,
001045,12/31/1979,1979,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,3182.4940,26.7654,28.6960,,3.8240,203.7310,2.6300,,711.8590,,,3252.5310,,A,
001045,12/31/1980,1980,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,3277.8820,24.2199,28.6980,,-86.2540,160.6080,-3.0600,,160.6090,,,3820.9780,,A,
001045,12/31/1981,1981,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,3738.2210,25.4188,28.7660,,72.2140,322.6600,1.2100,,322.6600,,,4108.6950,,A,
001045,12/31/1982,1982,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,3896.8130,22.4525,37.2410,,9.1360,272.1340,-1.0000,,272.1350,,,4176.9730,,A,
001045,12/31/1983,1983,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,4728.1640,26.8042,48.3740,,281.4840,576.1290,4.7900,,576.1290,,,4763.3050,,A,
001045,12/31/1984,1984,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,5260.8950,31.2345,48.4530,,368.5260,672.9060,4.3700,,672.9060,,,5353.7190,,A,
001045,12/31/1985,1985,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,6421.0980,37.1656,58.6810,,536.6300,870.7340,5.9400,,870.7340,,,6131.0230,,A,
001045,12/31/1986,1986,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,7527.9690,42.2983,58.7470,,410.9230,777.8250,4.6300,,777.8250,,,6018.1750,,A,
001045,12/31/1987,1987,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,8423.3490,45.5838,58.8160,,461.0640,909.2130,3.2800,414.1720,909.2130,-1182.7490,791.7670,7197.9740,,A,
001045,12/31/1988,1988,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,9722.4000,53.5374,58.8000,,806.5000,1318.3000,7.9200,73.9000,1318.3000,-1662.5000,1598.7000,8824.3000,,A,
001045,12/31/1989,1989,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,10877.4000,60.5434,62.2000,,744.0000,1329.1000,7.1600,455.8000,1329.1000,-1715.9000,1325.5000,10479.6000,,A,
001045,12/31/1990,1990,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,13353.6000,59.8299,62.3000,,124.0000,811.4000,-0.6400,3045.4000,811.4000,-3738.0000,685.8000,11719.6000,,A,
001045,12/31/1991,1991,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,16208.0000,55.7941,68.0000,,5.0000,826.0000,-3.5400,3807.0000,826.0000,-4571.0000,744.0000,12887.0000,,A,
001045,12/31/1992,1992,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,18706.0000,44.4164,75.4000,,-25.0000,955.0000,-12.4900,2062.0000,955.0000,-2954.0000,843.0000,14396.0000,,A,
001045,12/31/1993,1993,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,19326.0000,42.1504,75.8000,,575.0000,1731.0000,-2.2300,395.0000,1731.0000,-1754.0000,1377.0000,15701.0000,,A,
001045,12/31/1994,1994,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,19486.0000,43.5046,75.9000,,1284.0000,2537.0000,4.5100,-186.0000,2537.0000,-1463.0000,1609.0000,16137.0000,,A,
001045,12/31/1995,1995,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,19556.0000,47.6702,76.4000,,1548.0000,2807.0000,2.1100,-1201.0000,2807.0000,-925.0000,2185.0000,16910.0000,,A,
001045,12/31/1996,1996,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,20497.0000,62.2857,91.0000,,1865.0000,3069.0000,11.6300,-1516.0000,3069.0000,-1214.0000,2716.0000,17753.0000,,A,
001045,12/31/1997,1997,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,20915.0000,71.7791,86.5990,,1926.0000,3170.0000,11.0500,-1188.0000,3170.0000,-1736.0000,2920.0000,18570.0000,,A,
001045,12/31/1998,1998,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,22303.0000,41.5120,161.3510,,2338.0000,3625.0000,7.7800,-914.0000,3625.0000,-2248.0000,3195.0000,19205.0000,,A,9580.2156
001045,12/31/1999,1999,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,24374.0000,46.2613,148.2450,6227,1156.0000,2248.0000,6.4600,1184.0000,2248.0000,-3450.0000,2264.0000,17730.0000,,A,9932.4150
001045,12/31/2000,2000,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,26213.0000,47.1910,152.0630,6270,1381.0000,2583.0000,5.4300,137.0000,2583.0000,-3275.0000,3142.0000,19703.0000,,A,5958.9688
001045,12/31/2001,2001,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,32841.0000,34.7801,154.4850,10606,-1860.0000,-456.0000,-11.4300,4211.0000,-456.0000,-4691.0000,511.0000,18963.0000,,A,3445.0155
001045,12/31/2002,2002,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,30267.0000,6.1311,156.0890,13178,-2622.0000,-1256.0000,-22.5700,2506.0000,-1256.0000,-1393.0000,-1111.0000,17299.0000,957.0000,A,1030.1874
001045,12/31/2003,2003,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,29330.0000,0.2883,159.5820,13930,-795.0000,582.0000,-7.7600,60.0000,3010.0000,-645.0000,601.0000,17440.0000,46.0000,A,2066.5869
001045,12/31/2004,2004,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,28773.0000,-3.6052,161.1560,14330,-133.0000,1159.0000,-4.7400,331.0000,3525.0000,-1048.0000,717.0000,18645.0000,-581.0000,A,1764.6582
001045,12/31/2005,2005,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,29495.0000,-8.0883,182.7320,14695,102.0000,1266.0000,-5.2100,533.0000,3880.0000,-1539.0000,1024.0000,20712.0000,-1478.0000,A,4062.1324
001045,12/31/2006,2006,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,29145.0000,-2.7270,222.2240,13390,1060.0000,2217.0000,1.1300,-591.0000,4904.0000,-1365.0000,1939.0000,22563.0000,-606.0000,A,6717.8315
001045,12/31/2007,2007,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,28571.0000,10.6537,249.3980,11142,1029.0000,2093.0000,2.0600,-1675.0000,4870.0000,-234.0000,1935.0000,22896.0000,2657.0000,A,3499.0539
001045,12/31/2008,2008,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,25175.0000,-10.5216,278.9490,10957,-573.0000,510.0000,-7.9800,382.0000,3534.0000,1055.0000,-1394.0000,23766.0000,-2935.0000,A,2976.3858
001045,12/31/2009,2009,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,25438.0000,-10.4893,332.6240,11697,-745.0000,262.0000,-4.9900,1755.0000,2982.0000,-2723.0000,930.0000,19917.0000,-3489.0000,A,2571.1835
001045,12/31/2010,2010,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,25088.0000,-11.8309,333.4500,11136,308.0000,1303.0000,-1.4100,804.0000,4032.0000,-2030.0000,1241.0000,22170.0000,-3945.0000,A,2597.5755
001045,12/31/2011,2011,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,23848.0000,-21.2099,335.2680,8220,-286.0000,695.0000,-5.9100,727.0000,3602.0000,-1292.0000,680.0000,24022.0000,-7111.0000,A,117.3438
001045,12/31/2012,2012,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,23510.0000,-23.8210,335.2920,8535,494.0000,1434.0000,-5.6000,489.0000,4326.0000,-1571.0000,1279.0000,24855.0000,-7987.0000,A,266.5571
001045,12/31/2013,2013,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,42278.0000,-10.4608,261.0690,16799,1935.0000,2956.0000,-11.2500,3799.0000,7628.0000,-3814.0000,675.0000,26712.0000,-2731.0000,A,6591.9923
001045,12/31/2014,2014,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,43771.0000,2.8976,697.4750,17904,5073.0000,6585.0000,4.0200,-315.0000,13139.0000,-2911.0000,3080.0000,42650.0000,2021.0000,A,37405.5843
001045,12/31/2015,2015,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,48415.0000,9.0215,624.6220,20561,7284.0000,8891.0000,11.3900,-1259.0000,15574.0000,-5594.0000,6249.0000,40990.0000,5635.0000,A,26452.7417
001045,12/31/2016,2016,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,51274.0000,7.4612,507.2940,24344,6007.0000,7833.0000,4.8500,-894.0000,14485.0000,-5698.0000,6524.0000,40180.0000,3785.0000,A,23685.5569
001075,12/31/1951,1951,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,64.2000,,1.2650,,,,,,,,,17.4200,,A,
001075,12/31/1952,1952,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,86.4000,,2.0220,,,,,,,,,27.4500,,A,
001075,12/31/1953,1953,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,103.9000,,2.6400,,,,,,,,,31.4500,,A,
001075,12/31/1954,1954,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,126.0000,,2.6400,,,,,,,,,34.5500,,A,
001075,12/31/1955,1955,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,134.8000,,2.9000,,,,,,,,,39.3600,,A,
001075,12/31/1956,1956,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,147.5000,,2.9000,,,,,,,,,46.3400,,A,
001075,12/31/1957,1957,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,164.9000,,2.9190,,,,,,,,,50.3500,,A,
001075,12/31/1958,1958,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,186.2000,,3.1260,,,,,,,,,56.6800,,A,
001075,12/31/1959,1959,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,218.3000,,3.3340,,,,,,,,,63.1600,,A,
001075,12/31/1960,1960,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,237.5000,,3.6670,,,,,,,,,74.1800,,A,
001075,12/31/1961,1961,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,302.2290,11.7387,7.8340,,20.5040,28.1330,1.2000,,28.1330,,,81.0940,,A,
001075,12/31/1962,1962,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,376.6770,13.6408,8.5000,,19.2730,27.8200,1.3700,,27.8200,,,86.1500,,A,
001075,12/31/1963,1963,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,411.0710,14.3299,8.5000,,22.8840,33.4250,1.4900,,33.4250,,,91.8050,,A,
001075,12/31/1964,1964,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,420.6820,14.6071,8.5000,,26.3920,39.8630,1.5200,,39.8630,,,98.8850,,A,
001075,12/31/1965,1965,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,421.6140,14.7054,8.5000,,25.7300,40.3490,1.3400,,40.3490,,,99.8330,,A,
001075,12/31/1966,1966,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,426.2810,15.2005,8.5000,,26.8450,41.9160,1.4200,,41.9160,,,105.2980,,A,
001075,12/31/1967,1967,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,448.9920,15.7578,8.5000,,26.8220,42.2750,1.5000,,42.2750,,,108.9580,,A,
001075,12/31/1968,1968,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,486.6730,16.1551,8.5000,,30.2650,46.0470,1.4400,,46.0470,,,115.1930,,A,
001075,12/31/1969,1969,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,511.5290,16.7816,8.5000,,35.3360,52.5040,1.6500,,52.5040,,,131.0340,,A,
001075,12/31/1970,1970,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,543.5860,17.4331,8.5000,,40.4720,59.0650,1.7300,,59.0650,,,144.8730,,A,
001075,12/31/1971,1971,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,623.1920,18.5028,9.5000,,38.7100,58.4200,1.7400,,58.4200,,,159.3050,,A,
001075,12/31/1972,1972,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,728.8400,19.9891,10.5000,,45.4160,66.8250,2.2900,,66.8250,,,188.4360,,A,
001075,12/31/1973,1973,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,853.5630,20.7399,12.5000,,56.1620,79.6910,2.6300,,79.6910,,,224.9560,,A,
001075,12/31/1974,1974,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,1048.8840,20.1339,15.0000,,55.6490,82.0470,2.3400,,82.0470,,,273.5990,,A,
001075,12/31/1975,1975,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,1228.8580,19.9755,19.0000,,80.9560,113.7490,2.6000,,113.7490,,,359.7470,,A,
001075,12/31/1976,1976,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,1402.9900,20.6404,22.5000,,89.5380,126.1590,2.4700,,126.1590,,,394.7790,,A,
001075,12/31/1977,1977,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,1673.1710,21.8306,26.5760,,119.5060,159.8760,3.0200,,159.8760,,,493.6840,,A,
001075,12/31/1978,1978,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,2039.4190,22.5569,32.7770,,152.6170,200.9120,3.1500,,200.9120,,,562.2170,,A,
001075,12/31/1979,1979,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,2475.3310,22.7510,38.1810,,164.4260,221.4470,2.9000,,221.4470,,,664.4230,,A,
001075,12/31/1980,1980,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,2928.4830,21.9737,47.8140,,,251.1970,2.7500,,251.1970,,,765.7600,,A,
001075,12/31/1981,1981,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,3396.7890,22.1274,57.6490,,,349.4770,3.2600,,349.4770,,,882.1540,,A,
001075,12/31/1982,1982,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,3888.5360,22.9376,62.8940,,,445.0360,3.3000,,445.0360,,,1064.4530,,A,
001075,12/31/1983,1983,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,4386.3090,23.7842,66.7110,,,443.3760,3.4600,,443.3760,,,1074.0090,,A,
001075,12/31/1984,1984,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,4653.7700,24.1833,70.1280,,,541.8540,3.2600,,541.8540,,,994.9670,,A,
001075,12/31/1985,1985,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,5324.9410,25.3611,74.3460,,523.0200,622.2410,3.8800,,622.2410,,,1174.5020,,A,
001075,12/31/1986,1986,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6168.8550,25.8406,80.0810,,444.8170,584.3580,3.0400,,584.3580,,,1249.9120,,A,
001075,12/31/1987,1987,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6701.4770,26.6203,86.0790,,498.4630,659.3310,3.4000,,659.3310,,,1313.4380,,A,
001075,12/31/1988,1988,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,15054.1020,23.4629,86.7240,,560.4300,754.7640,0.0500,63.0030,754.7640,-651.9190,511.0030,1442.0230,,A,
001075,12/31/1989,1989,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,7019.5080,16.3084,86.7240,,480.7150,687.5540,-6.3600,90.7150,687.5540,-334.2250,362.1430,1507.9090,,A,
001075,12/31/1990,1990,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,7010.6450,17.4041,86.8730,,459.3780,673.2690,1.1200,-245.4580,673.2690,-149.3440,324.5970,1596.6390,,A,
001075,12/31/1991,1991,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6482.6990,15.2327,87.0100,,-167.2490,51.7610,-2.1500,-226.1660,51.7610,41.6540,298.8690,1474.5500,,A,
001075,12/31/1992,1992,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6456.3160,16.9996,87.1620,,547.4770,767.5530,1.8000,-265.6780,767.5530,-222.3910,402.2800,1689.6380,,A,
001075,12/31/1993,1993,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6956.7970,18.8678,87.4240,,532.6530,756.2110,2.1700,-253.9410,756.2110,-230.9200,449.0620,1718.5380,,A,
001075,12/31/1994,1994,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6909.7500,20.3181,87.4300,,533.7700,771.0960,2.3000,-261.4410,771.0960,-253.1400,497.1730,1685.4210,,A,
001075,12/31/1995,1995,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6997.0510,21.4942,87.5160,,562.4240,806.4130,2.1500,-206.6270,806.4130,-304.4150,555.8620,1669.7980,,A,
001075,12/31/1996,1996,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6989.2850,22.5138,87.5160,,543.8590,843.3660,2.0700,-341.3370,843.3660,-284.0520,572.5360,1817.7600,,A,
001075,12/31/1997,1997,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6850.4170,23.9014,84.8250,,557.5060,925.7910,2.7600,-291.9180,925.7910,-344.8630,637.5790,1995.0260,,A,
001075,12/31/1998,1998,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6824.5460,25.5037,84.8250,,567.1280,946.8070,2.8700,-272.9020,946.8070,-339.8820,605.8380,2130.5860,,A,3594.4594
001075,12/31/1999,1999,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,6608.5060,26.0033,84.8250,,578.7770,964.3450,1.9800,-264.1780,964.3450,-371.2550,635.6000,2423.3530,,A,2592.4641
001075,12/31/2000,2000,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,7149.1510,28.0898,84.8250,,675.9710,1070.3810,3.5700,12.1050,1070.3810,-722.0070,699.5600,3690.1750,,A,4039.7906
001075,12/31/2001,2001,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,7981.7480,29.4645,84.8250,,674.6270,1102.5300,3.6800,567.1300,1102.5300,-1119.8040,570.9300,4551.3730,,A,3549.9263
001075,12/31/2002,2002,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,8425.8060,29.4357,91.2550,,516.0470,940.9330,1.7600,81.3110,940.9330,-902.9970,870.7740,2637.2790,,A,3110.8830
001075,12/31/2003,2003,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,9536.3780,30.9984,91.2880,,482.0530,920.1960,2.6400,-33.8510,920.1960,-716.7660,901.8300,2817.8520,,A,3653.3458
001075,12/31/2004,2004,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,9896.7470,32.1397,91.7930,,506.2590,907.3640,2.6600,-277.8230,907.3640,-531.9530,842.0800,2899.7250,,A,4076.5271
001075,12/31/2005,2005,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,11322.6450,34.5757,99.0570,,653.8510,1001.5030,1.8300,-154.5670,1001.5030,-585.0920,730.2960,2987.9550,,A,4096.0070
001075,12/31/2006,2006,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,11455.9430,34.4753,99.9590,,618.8700,977.5140,3.2900,108.4380,977.5140,-568.7330,393.5020,3401.7480,,A,5066.9217
001075,12/31/2007,2007,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,11243.7120,35.1453,100.4860,,619.2510,992.6870,3.0600,184.5290,992.6870,-873.3540,657.9360,3523.6200,,A,4261.6113
001075,12/31/2008,2008,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,11620.0930,34.1565,100.8880,,530.5460,920.9040,2.4000,50.5150,920.9040,-815.1590,813.5680,3367.0760,,A,3241.5314
